Zone,Date,pc_visits,pc_visits_roll3,pc_visits_pct_change,ehs_responses,ehs_responses_roll3,ehs_responses_pct_change,responses_zscore
Western,2022-09-01,7148.0,7253.0,-0.0306482234879306,2215.0,2537.333333333333,-0.0377932232841007,-0.2840215991613021
Western,2022-10-01,6252.0,6924.666666666667,-0.1253497481813095,2786.0,2434.333333333333,0.2577878103837472,0.9243928926461767
Western,2022-11-01,9245.0,7548.333333333333,0.4787268074216251,2319.0,2440.0,-0.1676238334529791,-0.0639250892699223
Western,2022-12-01,8686.0,8061.0,-0.0604651162790698,2101.0,2402.0,-0.0940060370849503,-0.525281235003776
Western,2023-01-01,7233.0,8388.0,-0.1672806815565277,2500.0,2306.6666666666665,0.1899095668729176,0.3191274904448827
Western,2023-02-01,8565.0,8161.333333333333,0.1841559518871838,2099.0,2233.333333333333,-0.1604,-0.5295138601939948
Western,2023-03-01,9352.0,8383.333333333334,0.0918855808523058,2022.0,2207.0,-0.036684135302525,-0.6924699300174202
Western,2023-04-01,10248.0,9388.333333333334,0.095808383233533,2590.0,2237.0,0.2809099901088032,0.5095956240047305
Western,2023-05-01,10184.0,9928.0,-0.0062451209992193,2161.0,2257.6666666666665,-0.1656370656370656,-0.3983024792972108
Western,2023-06-01,11774.0,10735.333333333334,0.1561272584446189,2131.0,2294.0,-0.0138824618232299,-0.4617918571504934
Western,2023-07-01,11346.0,11101.333333333334,-0.0363512824868353,2806.0,2366.0,0.3167526982637259,0.9667191445483652
Western,2023-08-01,11013.0,11377.666666666666,-0.0293495505023796,2162.0,2366.333333333333,-0.2295081967213115,-0.3961861667021014
Western,2023-09-01,11244.0,11201.0,0.0209752111141379,2182.0,2383.333333333333,0.0092506938020351,-0.3538599147999129
Western,2023-10-01,10586.0,10947.666666666666,-0.0585200996086802,2727.0,2357.0,0.2497708524289643,0.7995304495347211
Western,2023-11-01,12249.0,11359.666666666666,0.1570942754581523,2076.0,2328.333333333333,-0.2387238723872387,-0.5781890498815115
Western,2023-12-01,12893.0,11909.333333333334,0.052575720466977,2728.0,2510.333333333333,0.3140655105973025,0.8016467621298305
